filename,width,height,class,xmin,ymin,xmax,ymax
169-b_png_jpg.rf.542ddf376037cf5e36fb3c06ff05b7ac.jpg,640,640,MicroPlastic3,507,321,544,352
169-b_png_jpg.rf.542ddf376037cf5e36fb3c06ff05b7ac.jpg,640,640,MicroPlastic3,397,428,430,455
169-b_png_jpg.rf.542ddf376037cf5e36fb3c06ff05b7ac.jpg,640,640,MicroPlastic2,315,264,324,273
169-b_png_jpg.rf.542ddf376037cf5e36fb3c06ff05b7ac.jpg,640,640,MicroPlastic2,353,396,364,405
169-b_png_jpg.rf.542ddf376037cf5e36fb3c06ff05b7ac.jpg,640,640,MicroPlastic2,148,417,158,427
169-b_png_jpg.rf.542ddf376037cf5e36fb3c06ff05b7ac.jpg,640,640,MicroPlastic2,296,571,305,580
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic,204,348,255,406
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic,398,471,441,548
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic,148,553,218,579
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic,414,219,476,339
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic2,315,265,324,272
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic2,150,419,158,425
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic3,398,429,429,454
202-b_png_jpg.rf.e033d769e2e076f94f7337d994cff132.jpg,640,640,MicroPlastic3,512,319,542,351
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic2,316,265,323,272
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic2,149,418,158,426
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic2,354,396,363,403
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic2,295,572,306,580
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic,398,472,441,546
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic,147,554,217,579
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic3,104,432,137,462
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic3,397,429,430,455
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic3,506,320,544,350
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic3,287,318,319,341
194-b_png_jpg.rf.474501b33598028c0ca40a96e88b7566.jpg,640,640,MicroPlastic,414,218,475,344
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic3,464,509,498,534
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic3,387,431,425,454
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic3,297,309,336,335
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic3,546,316,573,348
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic3,95,407,131,438
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic,116,343,282,389
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic2,309,410,318,418
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic2,160,330,168,337
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic2,478,329,486,337
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic2,428,570,437,577
400-d_png_jpg.rf.54ed7d40ef53cdae0a909301df42642b.jpg,640,640,MicroPlastic2,175,523,183,529
376-d_png_jpg.rf.4a45d2db16182ba31dc62b720d0fa077.jpg,640,640,MicroPlastic,115,344,282,389
376-d_png_jpg.rf.4a45d2db16182ba31dc62b720d0fa077.jpg,640,640,MicroPlastic3,387,429,421,457
376-d_png_jpg.rf.4a45d2db16182ba31dc62b720d0fa077.jpg,640,640,MicroPlastic2,175,522,185,531
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic,201,396,280,437
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic,482,444,496,523
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic,608,339,625,406
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic,265,587,338,613
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic,343,204,435,323
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic3,264,320,302,346
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic3,112,453,141,481
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic3,399,417,430,445
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic3,507,285,535,319
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic2,176,522,185,531
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic2,309,408,320,418
364-c_png_jpg.rf.fa9913da02db03116e2307180445b566.jpg,640,640,MicroPlastic2,159,329,168,337
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic3,358,300,401,328
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic3,208,421,250,448
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic3,411,427,443,456
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic3,559,465,597,500
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic3,230,587,268,620
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic,325,510,413,562
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic,131,464,190,506
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic,286,322,307,390
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic,500,304,619,404
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic2,472,279,483,289
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic2,343,390,352,398
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic2,257,524,267,534
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic2,519,521,529,530
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic2,166,342,176,350
120_png_jpg.rf.a89cb558563fa8510010bbe198ac2745.jpg,640,640,MicroPlastic2,632,504,638,511
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic3,287,316,325,340
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic3,506,319,543,350
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic3,398,428,431,455
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic,398,471,441,548
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic,147,554,217,580
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic,413,219,476,340
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic2,355,396,363,404
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic2,150,418,158,427
183-b_png_jpg.rf.0674b5ef5296e391a7c2257a5407c0d1.jpg,640,640,MicroPlastic2,314,265,327,274
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic3,96,410,130,439
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic3,387,429,424,456
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic3,297,307,332,333
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic3,546,321,576,345
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic,115,344,281,389
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic2,160,329,168,337
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic2,311,411,319,418
393-d_png_jpg.rf.a7e4492171c558297264dd3746a4bb66.jpg,640,640,MicroPlastic2,176,523,185,530
142-b_png_jpg.rf.48f8071ba78d8bc1ca759dd9a775b818.jpg,640,640,MicroPlastic3,399,428,430,454
142-b_png_jpg.rf.48f8071ba78d8bc1ca759dd9a775b818.jpg,640,640,MicroPlastic3,515,325,542,352
142-b_png_jpg.rf.48f8071ba78d8bc1ca759dd9a775b818.jpg,640,640,MicroPlastic2,150,419,160,426
142-b_png_jpg.rf.48f8071ba78d8bc1ca759dd9a775b818.jpg,640,640,MicroPlastic2,316,265,326,274
142-b_png_jpg.rf.48f8071ba78d8bc1ca759dd9a775b818.jpg,640,640,MicroPlastic,413,219,475,340
101_png_jpg.rf.f6fa74314f69d81de8f2614e37196cfb.jpg,640,640,MicroPlastic3,408,428,441,456
101_png_jpg.rf.f6fa74314f69d81de8f2614e37196cfb.jpg,640,640,MicroPlastic2,256,524,268,532
101_png_jpg.rf.f6fa74314f69d81de8f2614e37196cfb.jpg,640,640,MicroPlastic,498,304,621,406
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic,287,322,306,390
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic,500,305,621,405
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic,322,510,413,562
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic3,411,428,439,453
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic3,208,424,246,445
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic3,365,303,393,328
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic3,501,541,543,575
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic3,241,596,265,620
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic2,257,524,267,532
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic2,511,518,536,534
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic2,343,390,352,398
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic2,473,280,482,289
15_png_jpg.rf.3adefaeefd8dc348ea897f37f0892b56.jpg,640,640,MicroPlastic2,166,340,176,350
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic3,104,433,138,461
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic3,395,426,430,456
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic3,287,318,322,341
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic3,508,323,543,351
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic,414,221,476,339
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic,148,554,217,579
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic2,296,572,304,580
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic2,150,418,158,425
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic2,353,395,363,405
174-b_png_jpg.rf.834f76cd1dd015854f94d0f643d9212e.jpg,640,640,MicroPlastic2,316,265,323,272
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic,204,347,256,406
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic,409,216,482,340
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic,528,397,545,463
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic,397,471,440,546
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic,149,553,218,579
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic2,150,417,159,427
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic2,355,397,363,404
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic2,316,264,325,274
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic3,287,317,323,341
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic3,512,323,544,351
243-b_png_jpg.rf.88bf7fa567d6e696e0c4d7f3a370dd9a.jpg,640,640,MicroPlastic3,398,426,430,454
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic3,396,418,430,445
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic3,264,320,306,344
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic3,504,284,537,316
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic,264,587,338,613
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic,484,445,495,523
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic,345,205,436,324
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic2,478,329,487,337
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic2,160,330,169,338
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic2,310,410,320,418
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic2,175,522,183,529
323-c_png_jpg.rf.8317ee1461d96f405cbde389da3514f8.jpg,640,640,MicroPlastic2,429,569,438,577
281-c_png_jpg.rf.0b33138de2fb55eda71a26e59bb4b967.jpg,640,640,MicroPlastic,343,205,436,323
281-c_png_jpg.rf.0b33138de2fb55eda71a26e59bb4b967.jpg,640,640,MicroPlastic2,158,329,169,339
281-c_png_jpg.rf.0b33138de2fb55eda71a26e59bb4b967.jpg,640,640,MicroPlastic2,176,523,184,533
281-c_png_jpg.rf.0b33138de2fb55eda71a26e59bb4b967.jpg,640,640,MicroPlastic,263,590,337,614
281-c_png_jpg.rf.0b33138de2fb55eda71a26e59bb4b967.jpg,640,640,MicroPlastic3,401,420,429,446
132-b_png_jpg.rf.4ccb594a20a61a0994552a3225095585.jpg,640,640,MicroPlastic,413,219,475,340
132-b_png_jpg.rf.4ccb594a20a61a0994552a3225095585.jpg,640,640,MicroPlastic2,316,265,325,273
132-b_png_jpg.rf.4ccb594a20a61a0994552a3225095585.jpg,640,640,MicroPlastic2,150,417,159,427
132-b_png_jpg.rf.4ccb594a20a61a0994552a3225095585.jpg,640,640,MicroPlastic3,398,426,431,454
132-b_png_jpg.rf.4ccb594a20a61a0994552a3225095585.jpg,640,640,MicroPlastic3,512,321,545,351
279-c_png_jpg.rf.ffe6a03c52b2fc3479b2eac79729d213.jpg,640,640,MicroPlastic3,110,452,139,482
279-c_png_jpg.rf.ffe6a03c52b2fc3479b2eac79729d213.jpg,640,640,MicroPlastic3,400,411,435,456
279-c_png_jpg.rf.ffe6a03c52b2fc3479b2eac79729d213.jpg,640,640,MicroPlastic3,264,319,307,345
279-c_png_jpg.rf.ffe6a03c52b2fc3479b2eac79729d213.jpg,640,640,MicroPlastic3,504,286,538,315
279-c_png_jpg.rf.ffe6a03c52b2fc3479b2eac79729d213.jpg,640,640,MicroPlastic,344,204,437,323
279-c_png_jpg.rf.ffe6a03c52b2fc3479b2eac79729d213.jpg,640,640,MicroPlastic,265,588,337,612
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic3,264,321,306,344
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic3,110,454,141,480
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic3,397,416,429,446
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic3,509,284,537,315
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic3,528,525,561,554
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic,265,588,338,613
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic,200,396,281,436
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic,483,445,494,523
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic,344,205,436,323
330-c_png_jpg.rf.77a42fcdc7cf59fdd7ac9edbd012e36e.jpg,640,640,MicroPlastic2,176,523,184,530
216-b_png_jpg.rf.7942a4a2fa29a2aa8513391ff6a88418.jpg,640,640,MicroPlastic,204,348,254,407
216-b_png_jpg.rf.7942a4a2fa29a2aa8513391ff6a88418.jpg,640,640,MicroPlastic,147,553,218,579
216-b_png_jpg.rf.7942a4a2fa29a2aa8513391ff6a88418.jpg,640,640,MicroPlastic,398,471,440,548
216-b_png_jpg.rf.7942a4a2fa29a2aa8513391ff6a88418.jpg,640,640,MicroPlastic,414,219,476,339
216-b_png_jpg.rf.7942a4a2fa29a2aa8513391ff6a88418.jpg,640,640,MicroPlastic3,398,430,430,454
216-b_png_jpg.rf.7942a4a2fa29a2aa8513391ff6a88418.jpg,640,640,MicroPlastic2,149,418,159,426
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic,288,321,307,390
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic,499,305,619,404
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic,130,464,190,506
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic3,204,420,259,449
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic3,411,428,440,455
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic3,357,301,395,328
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic,324,512,412,564
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic,498,481,556,539
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic2,258,524,267,531
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic2,343,390,351,398
73_png_jpg.rf.5212bd1cf88617cf50b9af6a513f4358.jpg,640,640,MicroPlastic2,168,342,176,350
252-c_png_jpg.rf.c6ecd2e719de9307d6d0de2ec84952cb.jpg,640,640,MicroPlastic,344,204,436,324
252-c_png_jpg.rf.c6ecd2e719de9307d6d0de2ec84952cb.jpg,640,640,MicroPlastic3,397,416,429,446
252-c_png_jpg.rf.c6ecd2e719de9307d6d0de2ec84952cb.jpg,640,640,MicroPlastic3,503,284,537,314
252-c_png_jpg.rf.c6ecd2e719de9307d6d0de2ec84952cb.jpg,640,640,MicroPlastic2,174,521,184,531
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic,116,343,282,389
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic3,96,410,130,438
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic3,297,308,336,334
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic3,545,318,574,348
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic3,386,430,424,455
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic2,159,330,169,338
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic2,309,411,318,418
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic2,176,522,185,530
394-d_png_jpg.rf.180cdc661a968800a9d1503f3df5bdbe.jpg,640,640,MicroPlastic2,428,571,438,578
342-c_png_jpg.rf.4f6ab1d461134ec6284041c8722d7f63.jpg,640,640,MicroPlastic,196,392,283,437
342-c_png_jpg.rf.4f6ab1d461134ec6284041c8722d7f63.jpg,640,640,MicroPlastic,264,588,337,613
342-c_png_jpg.rf.4f6ab1d461134ec6284041c8722d7f63.jpg,640,640,MicroPlastic,483,445,494,521
342-c_png_jpg.rf.4f6ab1d461134ec6284041c8722d7f63.jpg,640,640,MicroPlastic,345,204,436,323
342-c_png_jpg.rf.4f6ab1d461134ec6284041c8722d7f63.jpg,640,640,MicroPlastic3,506,283,537,313
